刘备
刘备
张飞
张飞
关羽
张苞
关羽
刘备
刘备
刘备
甘氏
刘禅
诸葛亮
姜维
诸葛亮
诸葛亮
黄月英
诸葛亮
公孙瓒
马超
马超
公孙瓒
马腾
马超
徐庶
徐庶
刘启
刘启
刘备
甘氏
刘禅
姜维
诸葛亮
诸葛亮
诸葛亮
诸葛瑾
刘备
刘备
糜氏
糜芳
糜芳
糜竺
魏延
赵云
黄忠
庞统
法正
蒋琬
马良
孟获
沙摩柯
庞统
马良
孟获
孙策
陆逊
孙策
刘辩
刘协
刘协
王允
吕布
吕布
吕布
高顺
陈宫
张辽
张辽
刘协
刘表
蔡氏
蔡瑁
蒯越
黄祖
文聘
蔡瑁
张角
张宝
刘协
袁绍
袁绍
袁谭
袁熙
吴国太
孙坚
孙坚
孙策
孙策
大乔
小乔
周瑜
陆逊
陆逊
丁奉
徐盛
鲁肃
张昭
蒋钦
太史慈
周泰
凌统
吕蒙
甘宁
黄盖
韩当
程普
曹操
曹嵩
曹操
张绣
张绣
曹操
清河公主
夏侯楙
夏侯淳
夏侯淳
夏侯淳
夏侯渊
夏侯渊
曹真
曹真
郭嘉
徐晃
乐进
张郃
许褚
典韦
荀彧
荀攸
荀攸
贾诩
司马懿
程昱
于禁
邓艾
钟会
庞德
司马懿
司马师
司马懿
司马昭
曹操
曹仁
曹操
曹操
刘氏
曹操
卞氏
曹丕
诸葛亮
刘备
孙权
孙权
